track_name,artist(s)_name,streams,in_deezer_playlists,in_shazam_charts,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,in_apple_playlists,in_apple_charts,in_deezer_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,date,rank,last-week,peak-rank,weeks-on-board
SOS,SZA,73981293,1,0,1.0,2022.0,12.0,9.0,827.0,0.0,6.0,18.0,0.0,119.0,G,Minor,51.0,51.0,66.0,67.0,0.0,9.0,23.0,?,,,,
Open Arms (feat. Travis Scott),"SZA, Travis Scott",155653938,17,46,2.0,2022.0,12.0,8.0,1420.0,4.0,13.0,87.0,0.0,78.0,A,Major,67.0,22.0,59.0,76.0,1.0,15.0,16.0,?,,,,
White Christmas,"Bing Crosby, John Scott Trotter & His Orchestra, Ken Darby Singers",395591396,123,0,3.0,1942.0,1.0,1.0,11940.0,0.0,73.0,79.0,0.0,96.0,A,Major,23.0,19.0,25.0,91.0,0.0,40.0,3.0,?,,,,
Driving Home for Christmas - 2019 Remaster,Chris Rea,429504768,6,0,1.0,1986.0,1.0,1.0,888.0,0.0,50.0,0.0,0.0,180.0,A,Major,51.0,87.0,58.0,36.0,0.0,18.0,4.0,?,,,,
Christmas (Baby Please Come Home),Darlene Love,242767149,212,0,1.0,1963.0,11.0,22.0,9122.0,0.0,121.0,58.0,0.0,126.0,D#,Major,34.0,35.0,76.0,39.0,0.0,8.0,5.0,2021-01-02 00:00:00,19.0,37.0,19.0,7.0
Gone Girl,SZA,65362788,2,0,1.0,2022.0,12.0,9.0,892.0,0.0,3.0,17.0,0.0,150.0,F,Major,43.0,42.0,44.0,57.0,0.0,15.0,6.0,?,,,,
F2F,SZA,67540165,1,0,1.0,2022.0,12.0,9.0,989.0,0.0,5.0,9.0,0.0,90.0,D,Major,53.0,47.0,74.0,9.0,0.0,34.0,4.0,?,,,,
Notice Me,SZA,62019074,0,0,1.0,2022.0,12.0,9.0,819.0,0.0,14.0,22.0,0.0,160.0,F,Major,72.0,78.0,68.0,28.0,0.0,11.0,12.0,?,,,,
Merry Christmas,"Ed Sheeran, Elton John",135723538,141,0,2.0,2017.0,11.0,10.0,2209.0,0.0,72.0,90.0,0.0,114.0,,Major,59.0,60.0,94.0,24.0,0.0,10.0,4.0,?,,,,
It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra),"Perry Como, The Fontane Sisters, Mitchell Ayres & His Orchestra",295998468,158,0,3.0,1958.0,1.0,1.0,6290.0,0.0,89.0,39.0,0.0,113.0,G,Major,73.0,72.0,32.0,77.0,0.0,15.0,5.0,?,,,,
My Only Wish (This Year),Britney Spears,261116938,286,0,1.0,2000.0,11.0,7.0,6952.0,0.0,115.0,53.0,0.0,147.0,,Major,67.0,69.0,72.0,17.0,0.0,19.0,3.0,?,,,,
Antidepresan,"Mabel Matiz, Mert Demir",136689549,7,9,2.0,2022.0,11.0,4.0,313.0,2.0,10.0,6.0,1.0,100.0,B,Minor,70.0,92.0,59.0,3.0,0.0,10.0,3.0,?,,,,
Wild Flower (with youjeen),RM,135611421,14,2,1.0,2022.0,12.0,2.0,353.0,2.0,2.0,74.0,0.0,155.0,G#,Major,49.0,42.0,77.0,3.0,0.0,12.0,9.0,?,,,,
I Hate U,SZA,356709897,43,0,1.0,2021.0,12.0,3.0,4094.0,0.0,66.0,96.0,0.0,107.0,G,Minor,54.0,41.0,39.0,51.0,0.0,11.0,16.0,?,,,,
Raindrops (Insane) [with Travis Scott],"Travis Scott, Metro Boomin",110649992,10,0,2.0,2022.0,12.0,2.0,880.0,0.0,3.0,7.0,0.0,112.0,G#,Major,80.0,15.0,54.0,9.0,0.0,38.0,5.0,?,,,,
SPIT IN MY FACE!,ThxSoMch,301869854,18,24,1.0,2022.0,10.0,31.0,573.0,0.0,1.0,0.0,0.0,166.0,C#,Major,70.0,57.0,57.0,9.0,20.0,11.0,7.0,?,,,,
Deck The Hall - Remastered 1999,Nat King Cole,127027715,41,0,1.0,1959.0,1.0,1.0,3299.0,0.0,65.0,39.0,0.0,107.0,F#,Minor,69.0,96.0,36.0,81.0,0.0,8.0,4.0,?,,,,
Smoking on my Ex Pack,SZA,57144458,3,0,1.0,2022.0,12.0,9.0,811.0,0.0,6.0,11.0,0.0,81.0,G#,Major,47.0,33.0,68.0,24.0,0.0,22.0,38.0,?,,,,
Conceited,SZA,56870689,2,0,1.0,2022.0,12.0,9.0,899.0,0.0,2.0,14.0,0.0,150.0,C#,Major,79.0,77.0,46.0,5.0,0.0,11.0,7.0,?,,,,
Snow On The Beach (feat. Lana Del Rey),"Taylor Swift, Lana Del Rey",323437194,30,11,2.0,2022.0,10.0,21.0,2415.0,0.0,33.0,57.0,0.0,110.0,A,Major,66.0,19.0,32.0,69.0,0.0,12.0,4.0,?,,,,
Maroon,Taylor Swift,317726339,14,0,1.0,2022.0,10.0,21.0,2304.0,0.0,12.0,16.0,0.0,108.0,G,Major,64.0,4.0,40.0,6.0,0.0,10.0,6.0,?,,,,
Tubarï¿½ï¿½o Te,"Dj LK da Escï¿½ï¿½cia, Tchakabum, mc jhenny, M",116144341,44,0,4.0,2022.0,9.0,28.0,1003.0,0.0,21.0,0.0,0.0,130.0,E,Minor,89.0,48.0,74.0,30.0,0.0,7.0,36.0,?,,,,
Bejeweled,Taylor Swift,328207708,22,0,1.0,2022.0,10.0,21.0,2699.0,0.0,39.0,35.0,2.0,164.0,G,Major,70.0,39.0,56.0,6.0,0.0,9.0,7.0,?,,,,
Tarot,"Bad Bunny, Jhay Cortez",608228647,22,0,2.0,2022.0,5.0,6.0,2482.0,20.0,27.0,77.0,2.0,114.0,B,Minor,80.0,42.0,68.0,2.0,0.0,66.0,4.0,?,,,,
You Make It Feel Like Christmas (feat. Blake Shelton),"Gwen Stefani, Blake Shelton",180577478,30,0,2.0,2005.0,9.0,20.0,2577.0,0.0,108.0,56.0,0.0,93.0,F,Major,63.0,93.0,88.0,1.0,0.0,12.0,4.0,?,,,,
Desesperados,"Chencho Corleone, Rauw Alejandro",809306935,128,0,2.0,2021.0,6.0,25.0,6821.0,34.0,83.0,58.0,7.0,90.0,C#,Minor,87.0,51.0,69.0,36.0,0.0,9.0,8.0,?,,,,
Too Late,SZA,49262961,2,0,1.0,2022.0,12.0,8.0,714.0,0.0,0.0,9.0,0.0,128.0,B,Major,45.0,35.0,68.0,78.0,0.0,39.0,8.0,?,,,,
Party,"Bad Bunny, Rauw Alejandro",614555082,37,36,2.0,2022.0,5.0,6.0,3185.0,4.0,38.0,64.0,3.0,97.0,A,Major,83.0,47.0,80.0,2.0,0.0,24.0,9.0,?,,,,
Run Rudolph Run - Single Version,Chuck Berry,245350949,52,1,1.0,1958.0,1.0,1.0,8612.0,0.0,120.0,30.0,0.0,152.0,G,Minor,69.0,94.0,71.0,79.0,0.0,7.0,8.0,?,,,,
Jingle Bells - Remastered 1999,Frank Sinatra,178660459,65,0,1.0,1957.0,1.0,1.0,4326.0,0.0,32.0,3.0,0.0,175.0,G#,Major,51.0,94.0,34.0,73.0,0.0,10.0,5.0,?,,,,
Far,SZA,51641685,1,0,1.0,2022.0,12.0,9.0,680.0,0.0,2.0,15.0,0.0,116.0,D,Major,61.0,48.0,55.0,67.0,0.0,16.0,8.0,?,,,,
On Time (with John Legend),"John Legend, Metro Boomin",78139948,6,2,2.0,2022.0,12.0,2.0,398.0,0.0,2.0,2.0,0.0,80.0,F,Minor,33.0,51.0,59.0,76.0,0.0,44.0,6.0,?,,,,
GATï¿½ï¿½,"Maldy, Karol G",322336177,57,1,2.0,2022.0,8.0,25.0,3328.0,13.0,39.0,50.0,3.0,93.0,B,Minor,63.0,34.0,86.0,26.0,0.0,21.0,39.0,?,,,,
ýýýabcdefu,Gayle,1007612429,575,,1.0,2021.0,8.0,13.0,7215.0,0.0,170.0,12.0,18.0,122.0,E,Major,70.0,42.0,54.0,30.0,0.0,37.0,5.0,?,,,,
Sacrifice,The Weeknd,326792833,133,,1.0,2022.0,1.0,7.0,4440.0,0.0,81.0,77.0,0.0,122.0,G,Major,70.0,91.0,79.0,3.0,0.0,7.0,10.0,?,,,,
Is There Someone Else?,The Weeknd,391251368,34,3,1.0,2022.0,1.0,7.0,2881.0,6.0,13.0,89.0,0.0,135.0,A,Minor,70.0,60.0,58.0,4.0,0.0,16.0,3.0,?,,,,
Fingers Crossed,"Lauren Spencer Smith, Lauren Spencer Smith, Lauren Spencer Smith",349585590,70,6,3.0,2022.0,1.0,5.0,2235.0,0.0,65.0,7.0,16.0,109.0,F,Major,60.0,45.0,47.0,62.0,0.0,31.0,5.0,?,,,,
Out of Time,The Weeknd,339659802,62,,1.0,2022.0,1.0,7.0,3711.0,0.0,49.0,88.0,0.0,93.0,,Minor,65.0,82.0,74.0,27.0,0.0,32.0,5.0,?,,,,
Do It To It,"Cherish, ACRAZE",674772936,465,11,2.0,2021.0,8.0,20.0,12403.0,0.0,183.0,63.0,0.0,125.0,B,Minor,85.0,64.0,81.0,2.0,5.0,7.0,9.0,?,,,,
We Don't Talk About Bruno,"Adassa, Mauro Castillo, Stephanie Beatriz, Encanto - Cast, Rhenzy Feliz, Diane Guerrero, Carolina Gaitan",432719968,44,,7.0,2021.0,11.0,19.0,2785.0,0.0,95.0,89.0,0.0,206.0,,Minor,58.0,83.0,45.0,36.0,0.0,11.0,8.0,?,,,,
Pepas,Farruko,1309887447,965,,1.0,2021.0,6.0,24.0,14114.0,17.0,252.0,109.0,20.0,130.0,G,Major,76.0,44.0,77.0,1.0,0.0,13.0,3.0,2021-11-06 00:00:00,30.0,29.0,25.0,14.0
How Do I Make You Love Me?,The Weeknd,119238316,15,0,1.0,2022.0,1.0,7.0,1915.0,0.0,7.0,47.0,0.0,121.0,G,Minor,80.0,62.0,51.0,2.0,0.0,9.0,8.0,?,,,,
Gasoline,The Weeknd,116903579,14,0,1.0,2022.0,1.0,7.0,2297.0,0.0,11.0,29.0,0.0,123.0,F#,Minor,74.0,35.0,73.0,0.0,0.0,21.0,5.0,?,,,,
Infinity,Jaymes Young,888046992,396,0,1.0,2017.0,6.0,23.0,4375.0,0.0,24.0,0.0,0.0,122.0,B,Minor,67.0,50.0,67.0,15.0,0.0,30.0,4.0,?,,,,
Less Than Zero,The Weeknd,200660871,61,1,1.0,2022.0,1.0,7.0,2800.0,0.0,18.0,77.0,0.0,143.0,,Major,53.0,50.0,79.0,0.0,0.0,8.0,3.0,?,,,,
Take My Breath,The Weeknd,130655803,38,0,1.0,2021.0,8.0,6.0,2597.0,0.0,17.0,80.0,0.0,121.0,A#,Minor,70.0,35.0,77.0,1.0,0.0,26.0,4.0,2021-11-06 00:00:00,32.0,27.0,6.0,12.0
good 4 u,Olivia Rodrigo,1887039593,461,,1.0,2021.0,5.0,14.0,15563.0,6.0,259.0,55.0,1.0,166.0,F#,Minor,56.0,68.0,66.0,28.0,0.0,11.0,18.0,?,,,,
"Here We Goï¿½ï¿½ï¿½ Again (feat. Tyler, the Cr","The Weeknd, Tyler, The Creator",88103848,7,0,3.0,2022.0,1.0,7.0,1420.0,0.0,7.0,18.0,0.0,135.0,C#,Major,41.0,27.0,64.0,36.0,0.0,60.0,3.0,?,,,,
Best Friends,The Weeknd,101114984,14,0,1.0,2022.0,1.0,7.0,1292.0,0.0,3.0,18.0,0.0,87.0,E,Minor,49.0,49.0,59.0,44.0,0.0,35.0,21.0,?,,,,
Kiss Me More (feat. SZA),"SZA, Doja Cat",1575467011,497,12,2.0,2021.0,4.0,9.0,15867.0,0.0,382.0,65.0,0.0,111.0,G#,Major,77.0,74.0,66.0,30.0,0.0,13.0,3.0,?,,,,
I Heard You're Married (feat. Lil Wayne),"The Weeknd, Lil Wayne",91656026,9,0,2.0,2022.0,1.0,7.0,1178.0,0.0,9.0,10.0,0.0,110.0,D,Major,75.0,85.0,84.0,10.0,0.0,31.0,19.0,?,,,,
Need To Know,Doja Cat,1042568408,150,,1.0,2021.0,6.0,11.0,6672.0,0.0,125.0,36.0,0.0,130.0,C#,Major,66.0,19.0,61.0,30.0,0.0,9.0,7.0,2021-11-06 00:00:00,9.0,11.0,9.0,20.0
MONTERO (Call Me By Your Name),Lil Nas X,1735441776,738,,1.0,2020.0,9.0,18.0,12329.0,0.0,275.0,19.0,0.0,179.0,G#,Minor,61.0,76.0,51.0,30.0,0.0,38.0,15.0,?,,,,
love nwantiti (ah ah ah),Ckay,726837877,262,,1.0,2019.0,7.0,26.0,5669.0,2.0,74.0,0.0,14.0,93.0,F,Minor,74.0,53.0,73.0,61.0,0.0,13.0,4.0,?,,,,
Dawn FM,The Weeknd,53933526,6,0,1.0,2022.0,1.0,7.0,811.0,0.0,1.0,8.0,0.0,78.0,A,Minor,27.0,10.0,49.0,62.0,0.0,49.0,5.0,?,,,,
Surface Pressure,Jessica Darrow,267758538,20,0,1.0,2021.0,11.0,19.0,1756.0,0.0,38.0,48.0,0.0,180.0,D,Major,65.0,37.0,58.0,2.0,0.0,4.0,31.0,?,,,,
Starry Eyes,The Weeknd,74601456,11,0,1.0,2022.0,1.0,7.0,1014.0,0.0,1.0,17.0,0.0,86.0,A,Minor,28.0,13.0,41.0,50.0,0.0,19.0,3.0,?,,,,
THATS WHAT I WANT,Lil Nas X,920797189,298,4,1.0,2021.0,9.0,17.0,7963.0,0.0,173.0,7.0,0.0,88.0,C#,Minor,74.0,55.0,85.0,1.0,0.0,5.0,22.0,?,,,,
One Right Now (with The Weeknd),"The Weeknd, Post Malone",539595276,75,1,2.0,2021.0,11.0,5.0,4771.0,0.0,68.0,18.0,0.0,97.0,C#,Major,68.0,72.0,78.0,4.0,0.0,7.0,5.0,?,,,,
Beggin,Mï¿½ï¿½ne,1367810478,964,75,1.0,2017.0,12.0,8.0,8559.0,0.0,183.0,64.0,9.0,134.0,B,Minor,71.0,59.0,80.0,13.0,0.0,36.0,5.0,?,,,,
Mon Amour - Remix,"Aitana, zzoilo",578207856,139,40,2.0,2020.0,9.0,21.0,3221.0,2.0,67.0,13.0,0.0,116.0,D,Major,75.0,36.0,76.0,12.0,0.0,10.0,10.0,?,,,,
Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),"Julieta Venegas, Bad Bunny, Tainy",775542072,53,0,3.0,2021.0,10.0,5.0,3423.0,26.0,61.0,65.0,6.0,170.0,E,Minor,64.0,14.0,70.0,9.0,0.0,9.0,8.0,?,,,,
MONEY,Lisa,863625566,131,,1.0,2021.0,9.0,10.0,2566.0,13.0,44.0,109.0,0.0,140.0,C#,Minor,83.0,40.0,55.0,16.0,0.0,14.0,23.0,?,,,,
The Motto,"Tiï¿½ï¿½sto, Ava",656013912,268,5,2.0,2021.0,11.0,4.0,9151.0,6.0,240.0,107.0,0.0,118.0,G,Minor,75.0,46.0,76.0,3.0,0.0,9.0,4.0,?,,,,
Happier Than Ever,Billie Eilish,1056760045,283,,1.0,2021.0,7.0,30.0,8476.0,0.0,138.0,133.0,0.0,65.0,,Major,31.0,31.0,24.0,76.0,0.0,14.0,4.0,2021-11-06 00:00:00,33.0,30.0,11.0,13.0
Moth To A Flame (with The Weeknd),"The Weeknd, Swedish House Mafia",611994237,284,,2.0,2021.0,10.0,22.0,7495.0,17.0,114.0,172.0,2.0,120.0,,Minor,56.0,16.0,67.0,0.0,0.0,11.0,4.0,?,,,,
traitor,"Juan Cruz Toledo, Huilen Toledo",1230855859,134,,2.0,2021.0,5.0,21.0,5257.0,6.0,85.0,43.0,0.0,176.0,D#,Major,29.0,12.0,33.0,68.0,0.0,12.0,5.0,?,,,,
Toxic,BoyWithUke,582981380,118,,1.0,2021.0,9.0,10.0,1795.0,0.0,34.0,23.0,0.0,180.0,G#,Minor,59.0,69.0,61.0,84.0,0.0,46.0,36.0,?,,,,
drivers license,Olivia Rodrigo,1858144199,485,,1.0,2021.0,1.0,8.0,12685.0,3.0,185.0,61.0,0.0,144.0,A#,Major,59.0,21.0,43.0,76.0,0.0,10.0,7.0,?,,,,
Malvadï¿½ï¿,"Xamï¿½ï¿½, Gustah, Neo B",240684449,81,0,3.0,2021.0,11.0,30.0,648.0,1.0,14.0,3.0,0.0,133.0,F#,Minor,82.0,52.0,61.0,38.0,0.0,14.0,27.0,?,,,,
All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),Taylor Swift,583687007,30,2,1.0,2021.0,11.0,12.0,4635.0,5.0,50.0,49.0,1.0,93.0,,Major,63.0,21.0,52.0,28.0,0.0,9.0,3.0,?,,,,
Donï¿½ï¿½ï¿½t Break My,The Weeknd,63803529,6,0,1.0,2022.0,1.0,7.0,1184.0,0.0,1.0,5.0,0.0,122.0,A#,Major,77.0,25.0,62.0,34.0,0.0,23.0,3.0,?,,,,
Oh My God,Adele,466214729,199,0,1.0,2021.0,11.0,19.0,4431.0,0.0,105.0,7.0,0.0,88.0,C#,Major,53.0,55.0,73.0,9.0,0.0,3.0,5.0,?,,,,
Entre Nosotros (Remix) [con Nicki Nicole],"Lit Killah, Maria Becerra, Tiago pzk, NICKI NICOLE",236940480,12,0,4.0,2022.0,1.0,5.0,759.0,3.0,32.0,0.0,0.0,170.0,F,Minor,70.0,61.0,44.0,40.0,0.0,37.0,4.0,?,,,,
A Tale By Quincy,The Weeknd,41924466,2,0,1.0,2022.0,1.0,7.0,733.0,0.0,0.0,2.0,0.0,94.0,F,Minor,46.0,55.0,50.0,71.0,0.0,10.0,11.0,?,,,,
I AM WOMAN,Emmy Meli,225259194,107,0,1.0,2021.0,11.0,18.0,2795.0,0.0,45.0,0.0,0.0,170.0,A#,Major,65.0,46.0,47.0,12.0,0.0,13.0,16.0,?,,,,
Medallo,"Justin Quiles, Lenny Tavï¿½ï¿½rez, BL",393230256,57,0,3.0,2021.0,10.0,27.0,2780.0,2.0,54.0,21.0,1.0,90.0,E,Minor,79.0,79.0,70.0,57.0,0.0,66.0,8.0,?,,,,
It'll Be Okay,Shawn Mendes,287201015,104,10,1.0,2021.0,12.0,1.0,1950.0,0.0,56.0,8.0,0.0,78.0,G,Major,40.0,7.0,29.0,62.0,0.0,9.0,3.0,?,,,,
Softcore,The Neighbourhood,599770206,93,30,1.0,2018.0,3.0,9.0,3947.0,12.0,33.0,102.0,0.0,94.0,D,Major,57.0,36.0,58.0,5.0,0.0,15.0,3.0,?,,,,
Super Gremlin,Kodak Black,342779426,35,1,1.0,2021.0,10.0,30.0,2551.0,0.0,52.0,15.0,0.0,73.0,D,Major,83.0,11.0,41.0,0.0,0.0,36.0,14.0,?,,,,
Volvï¿,"Aventura, Bad Bunny",673801126,133,1,2.0,2021.0,8.0,3.0,5375.0,10.0,138.0,24.0,0.0,176.0,C#,Major,73.0,79.0,86.0,42.0,0.0,7.0,18.0,?,,,,
Todo De Ti,Rauw Alejandro,1168642797,268,16,1.0,2020.0,11.0,2.0,11975.0,8.0,188.0,75.0,6.0,128.0,D#,Minor,81.0,57.0,63.0,40.0,1.0,10.0,4.0,?,,,,
Love Nwantiti - Remix,"Ckay, AX'EL, Dj Yo!",540539717,57,,3.0,2019.0,8.0,30.0,2696.0,0.0,42.0,2.0,0.0,120.0,G#,Major,58.0,44.0,60.0,44.0,9.0,5.0,6.0,?,,,,
Smokin Out The Window,"Bruno Mars, Anderson .Paak, Silk Sonic",383550148,76,0,3.0,2021.0,11.0,5.0,4963.0,0.0,63.0,40.0,0.0,82.0,D,Major,63.0,85.0,62.0,6.0,0.0,35.0,4.0,?,,,,
Meet Me At Our Spot,"THE ANXIETY, Willow, Tyler Cole",530511203,90,1,3.0,2020.0,3.0,13.0,6734.0,0.0,47.0,14.0,0.0,95.0,D,Major,77.0,40.0,47.0,2.0,0.0,9.0,3.0,?,,,,
Every Angel is Terrifying,The Weeknd,37307967,2,0,1.0,2022.0,1.0,7.0,715.0,0.0,0.0,1.0,0.0,118.0,,Major,44.0,52.0,94.0,11.0,0.0,4.0,29.0,?,,,,
Tacones Rojos,Sebastian Yatra,510876816,85,28,1.0,2021.0,10.0,22.0,3047.0,9.0,77.0,31.0,5.0,123.0,B,Minor,75.0,93.0,86.0,8.0,0.0,14.0,3.0,?,,,,
Peaches (feat. Daniel Caesar & Giveon),"Justin Bieber, Daniel Caesar, Giveon",1445941661,612,,3.0,2021.0,3.0,19.0,14140.0,0.0,231.0,52.0,6.0,90.0,,Major,63.0,49.0,68.0,38.0,0.0,42.0,18.0,?,,,,
Dakiti,"Bad Bunny, Jhay Cortez",1763363713,525,25,2.0,2020.0,10.0,30.0,11215.0,21.0,189.0,166.0,9.0,110.0,E,Minor,73.0,14.0,57.0,40.0,0.0,11.0,5.0,?,,,,
"Tiago PZK: Bzrp Music Sessions, Vol. 48","Bizarrap, Tiago pzk",374191487,15,3,2.0,2021.0,12.0,29.0,1678.0,12.0,20.0,4.0,1.0,96.0,C#,Minor,66.0,76.0,82.0,47.0,0.0,10.0,32.0,?,,,,
Lï¿½ï¿½ï¿,Stromae,108809090,394,2,1.0,2022.0,1.0,9.0,2035.0,0.0,41.0,122.0,0.0,88.0,D,Minor,56.0,58.0,55.0,35.0,0.0,23.0,11.0,?,,,,
Nostï¿½ï¿½l,"Chris Brown, Rvssian, Rauw Alejandro",436695353,59,16,3.0,2021.0,9.0,8.0,2780.0,2.0,86.0,76.0,0.0,98.0,A,Minor,73.0,60.0,85.0,17.0,0.0,24.0,5.0,?,,,,
Better Days (NEIKED x Mae Muller x Polo G),"NEIKED, Mae Muller, Polo G",421040617,73,1,3.0,2021.0,9.0,24.0,4091.0,0.0,105.0,2.0,13.0,110.0,,Minor,72.0,67.0,68.0,0.0,0.0,14.0,4.0,?,,,,
Life Goes On,Oliver Tree,501541661,116,,1.0,2020.0,7.0,17.0,2868.0,0.0,43.0,15.0,0.0,80.0,,Major,70.0,57.0,49.0,19.0,0.0,12.0,8.0,2021-11-06 00:00:00,98.0,,91.0,2.0
Sad Girlz Luv Money Remix (feat. Kali Uchis),"Kali Uchis, Amaarae, Moliy",354065229,70,3,3.0,2021.0,9.0,16.0,3643.0,0.0,69.0,3.0,0.0,110.0,C#,Minor,86.0,31.0,53.0,43.0,0.0,11.0,6.0,?,,,,
Butter,BTS,1143647827,223,5,1.0,2021.0,5.0,21.0,4779.0,6.0,180.0,135.0,0.0,110.0,G#,Major,79.0,70.0,36.0,0.0,0.0,6.0,11.0,2021-10-16 00:00:00,58.0,36.0,1.0,20.0
pushin P (feat. Young Thug),"Young Thug, Future, Gunna",311395144,43,0,3.0,2022.0,1.0,7.0,3517.0,0.0,54.0,28.0,0.0,78.0,C#,Minor,77.0,49.0,42.0,1.0,1.0,13.0,19.0,?,,,,
You Right,"Doja Cat, The Weeknd",672656250,100,4,2.0,2021.0,6.0,24.0,5073.0,0.0,83.0,9.0,0.0,129.0,G#,Major,83.0,44.0,62.0,2.0,0.0,8.0,6.0,?,,,,
deja vu,Olivia Rodrigo,1256880657,141,46,1.0,2021.0,4.0,1.0,7545.0,4.0,117.0,39.0,0.0,181.0,A,Major,44.0,22.0,60.0,61.0,0.0,42.0,9.0,?,,,,
Dynamite,BTS,1692897992,583,,1.0,2020.0,8.0,21.0,8528.0,5.0,239.0,163.0,0.0,114.0,F#,Minor,75.0,74.0,77.0,1.0,0.0,9.0,10.0,2021-04-10 00:00:00,30.0,26.0,1.0,32.0
TO THE MOON,Jnr Choi,245095641,159,0,1.0,2021.0,11.0,5.0,2979.0,0.0,44.0,0.0,0.0,144.0,D,Major,74.0,39.0,65.0,5.0,1.0,11.0,35.0,?,,,,
Lost in the Fire,"The Weeknd, Gesaffelstein",686734357,447,46,2.0,2019.0,1.0,11.0,7731.0,2.0,110.0,145.0,0.0,101.0,D,Major,66.0,18.0,68.0,9.0,0.0,12.0,4.0,?,,,,
Salimo de Noche,"Trueno, Tiago pzk",261414174,21,0,2.0,2021.0,10.0,21.0,1057.0,0.0,17.0,5.0,0.0,84.0,D,Major,67.0,78.0,63.0,29.0,0.0,12.0,5.0,?,,,,
Volando - Remix,"Sech, Bad Bunny, Mora",610045621,70,2,3.0,2021.0,7.0,8.0,3272.0,19.0,101.0,34.0,1.0,154.0,F#,Major,66.0,63.0,69.0,21.0,0.0,11.0,7.0,?,,,,
Leave The Door Open,"Bruno Mars, Anderson .Paak, Silk Sonic",1115880852,569,10,3.0,2021.0,3.0,5.0,14417.0,0.0,237.0,123.0,0.0,148.0,F,Major,59.0,72.0,62.0,18.0,0.0,9.0,3.0,?,,,,
Knife Talk (with 21 Savage ft. Project Pat),"Drake, Project Pat, 21 Savage",594482982,45,3,3.0,2021.0,9.0,3.0,5199.0,0.0,45.0,43.0,0.0,146.0,F,Minor,85.0,22.0,37.0,13.0,0.0,7.0,30.0,?,,,,
Don't Be Shy,"Tiï¿½ï¿½sto, Kar",566954746,187,21,2.0,2021.0,8.0,1.0,6026.0,0.0,171.0,51.0,1.0,120.0,B,Minor,77.0,51.0,79.0,20.0,0.0,26.0,6.0,?,,,,
Love Grows (Where My Rosemary Goes),Edison Lighthouse,BPM110KeyAModeMajorDanceability53Valence75Energy69Acousticness7Instrumentalness0Liveness17Speechiness3,54,0,1.0,1970.0,1.0,1.0,2877.0,0.0,16.0,0.0,0.0,110.0,A,Major,53.0,75.0,69.0,7.0,0.0,17.0,3.0,1970-05-16 00:00:00,24.0,22.0,5.0,13.0
LA FAMA (with The Weeknd),"The Weeknd, ROSALï¿½",374706940,507,4,2.0,2021.0,11.0,11.0,4640.0,3.0,81.0,93.0,6.0,136.0,,Minor,77.0,82.0,30.0,95.0,0.0,13.0,5.0,?,,,,
The Family Madrigal,"Olga Merediz, Stephanie Beatriz, Encanto - Cast",184937148,12,0,3.0,2021.0,11.0,19.0,1150.0,0.0,20.0,38.0,0.0,141.0,C#,Major,59.0,56.0,63.0,12.0,0.0,6.0,36.0,?,,,,
Phantom Regret by Jim,The Weeknd,31959571,3,0,1.0,2022.0,1.0,7.0,768.0,0.0,1.0,1.0,0.0,108.0,A,Minor,46.0,23.0,48.0,75.0,30.0,14.0,4.0,?,,,,
Dos Oruguitas,Sebastian Yatra,167076418,74,0,1.0,2021.0,11.0,19.0,925.0,0.0,24.0,47.0,0.0,94.0,,Major,42.0,47.0,36.0,76.0,0.0,9.0,5.0,?,,,,
Freaks,Surf Curse,824420218,121,13,1.0,2015.0,5.0,10.0,3006.0,3.0,23.0,21.0,0.0,180.0,A,Major,35.0,41.0,94.0,0.0,63.0,5.0,5.0,?,,,,
Acapulco,Jason Derulo,363467642,182,0,1.0,2021.0,9.0,1.0,3098.0,0.0,111.0,5.0,1.0,122.0,A#,Major,77.0,51.0,79.0,5.0,0.0,16.0,5.0,?,,,,
Daddy Issues,The Neighbourhood,1127468248,384,3,1.0,2015.0,10.0,30.0,9771.0,4.0,42.0,70.0,0.0,85.0,A#,Major,59.0,33.0,52.0,7.0,15.0,12.0,3.0,?,,,,
thought i was playing,"21 Savage, Gunna",60680939,5,0,2.0,2022.0,1.0,7.0,807.0,0.0,3.0,0.0,0.0,148.0,C#,Major,68.0,29.0,73.0,0.0,0.0,7.0,7.0,?,,,,
ELEVEN,IVE,247737946,11,0,1.0,2021.0,12.0,1.0,521.0,1.0,17.0,89.0,0.0,120.0,A,Major,83.0,59.0,73.0,6.0,0.0,5.0,11.0,?,,,,
Mood (feat. Iann Dior),"24kgoldn, Iann Dior",1699402402,636,,2.0,2020.0,7.0,24.0,12854.0,0.0,237.0,27.0,0.0,91.0,G,Minor,70.0,76.0,72.0,22.0,0.0,27.0,4.0,?,,,,
What Else Can I Do?,"Stephanie Beatriz, Diane Guerrero",154797871,8,0,2.0,2021.0,11.0,19.0,802.0,0.0,13.0,27.0,0.0,120.0,E,Major,72.0,54.0,71.0,26.0,0.0,10.0,4.0,?,,,,
